vcf_label	x	y	z
tsk_375	84.96647939308426	67.59539233152542	4.0
tsk_376	77.38612926439806	44.311885125396486	-4.0
tsk_377	40.25387019989288	96.99593899577586	-8.0
tsk_378	8.738282281706729	33.59505812042596	-8.0
tsk_379	58.37863552890617	82.16620688018271	-2.0
tsk_380	29.88264236915059	3.6465513728406234	0.0
tsk_381	28.492702951539734	2.936866759048182	0.0
tsk_382	88.49701114607878	66.21104096944406	4.0
tsk_383	53.61362224147279	14.29845083334851	0.0
tsk_384	99.07136920922045	30.890375932856774	-8.0
tsk_385	77.18793684153609	6.862955537280769	6.0
tsk_386	2.079357745206105	92.61205438471656	10.0
tsk_387	4.4679700124279	32.669030703773636	-8.0
tsk_388	94.92065443574634	84.5789178357962	-6.0
tsk_389	68.4268517467986	64.77573831267307	8.0
tsk_390	41.4254919816418	17.343831828408888	0.0
tsk_391	66.09230977323158	47.290413026354315	8.0
tsk_392	72.7915874655184	16.242767150614263	0.0
tsk_393	92.44782846805072	1.6877218351440884	8.0
tsk_394	52.89140740341408	21.3950541349346	0.0
tsk_395	40.12583446403918	48.54747491693874	-8.0
tsk_396	49.243504473799774	29.96471415017832	-2.0
tsk_397	11.064168310719332	72.65510896335378	4.0
tsk_398	25.608268284650098	50.04636974365458	-2.0
tsk_399	44.1263069351068	20.512610786194006	4.0
tsk_400	3.60671142714335	41.93408315114231	0.0
tsk_401	48.34711190367632	70.37449814948849	0.0
tsk_402	45.96767366115059	28.48347923183353	6.0
tsk_403	38.50138679680109	9.403923712382994	-4.0
tsk_404	64.30094319374511	79.42278534753973	-4.0
tsk_405	47.413977668738525	58.58289239779529	4.0
tsk_406	10.235174268377166	14.119026800667886	-2.0
tsk_407	86.85908031581775	84.93052176847196	2.0
tsk_408	46.52348898066617	47.573872188459184	-10.0
tsk_409	57.73066451921789	77.43244008921477	0.0
tsk_410	20.291080126329817	69.64717475727613	4.0
tsk_411	99.91229016155269	9.838473620435575	-8.0
tsk_412	57.272011760180796	61.430055301321865	-2.0
tsk_413	97.10819419085912	43.37180127408334	6.0
tsk_414	27.85488800916249	98.75913881852723	8.0
tsk_415	2.5117498706054	60.977540737343176	-8.0
tsk_416	81.43746063965709	81.4096044297731	4.0
tsk_417	84.89091189127058	34.2941856761555	8.0
tsk_418	38.044891435720004	84.1426428247926	0.0
tsk_419	53.34919044255326	87.58277370581152	-6.0
tsk_420	73.597269331875	48.97670656035837	6.0
tsk_421	54.19204032861764	68.38608934422774	-4.0
tsk_422	59.62066703338573	8.361171980044029	2.0
tsk_423	37.859706818183895	40.849989599036824	-6.0
tsk_424	71.93968299725508	36.59335315546967	-8.0
tsk_425	31.25770723672538	21.077712807990988	-6.0
tsk_426	49.40207071924327	21.784188015336532	-6.0
tsk_427	12.6140197127807	78.04778079012156	10.0
tsk_428	87.8719845687961	48.588574350603125	6.0
tsk_429	8.602713883384245	7.424881970850281	-6.0
tsk_430	76.69500206973282	19.02213692445635	2.0
tsk_431	28.212470158221848	46.379597782810336	-2.0
tsk_432	71.06099519437437	29.34690662123032	0.0
tsk_433	58.50062724007701	73.44400468949391	2.0
tsk_434	27.197939987618575	72.51994483027636	0.0
tsk_435	47.60210889864392	3.9247523999299188	-2.0
tsk_436	75.1867063544349	75.65430570552903	2.0
tsk_437	74.25995138392413	23.3426854651094	0.0
tsk_438	18.80424725098178	20.949284536422173	-4.0
tsk_439	27.19101502977507	5.006935464158751	-8.0
tsk_440	27.00519500123099	90.20181842178017	2.0
tsk_441	34.211294345102026	64.55069070882689	2.0
tsk_442	63.17283384822938	97.7542740889068	-4.0
tsk_443	58.48469342706744	31.942646054221655	10.0
tsk_444	18.364904187030216	6.688227445640208	-8.0
tsk_445	86.67382825799413	48.91439693541869	8.0
tsk_446	23.759403271010378	63.0385388895444	-2.0
tsk_447	8.19021828696518	0.40745704772526614	-2.0
tsk_448	21.381979758934744	28.866403036494315	-2.0
tsk_449	41.37685252610755	84.93758700838065	-2.0
tsk_450	22.206321999008793	51.8587374556161	-4.0
tsk_451	94.45436452572888	29.884073265574045	6.0
tsk_452	44.14165578492777	68.00363475577092	4.0
tsk_453	95.10234420299916	12.770213667766912	4.0
tsk_454	18.738691067245007	66.48756908654897	0.0
tsk_455	4.794044235485374	86.72229501160389	4.0
tsk_456	75.31109364990664	46.828550617069084	-6.0
tsk_457	93.96697367822982	72.53207329802402	8.0
tsk_458	51.63067642551682	94.12935584119532	12.0
tsk_459	35.310258572368205	81.89412630522733	-2.0
tsk_460	5.5263034747669115	75.73253749645356	2.0
tsk_461	15.99557774038829	79.64230607758205	2.0
tsk_462	25.912045811715114	84.257914385695	10.0
tsk_463	44.64868582603124	80.86938977769287	0.0
tsk_464	57.432338416462485	62.9785803503389	2.0
tsk_465	51.75575920557571	4.690777483339336	0.0
tsk_466	7.47256791958881	32.420663220190555	-6.0
tsk_467	14.957117157652068	12.348840096283139	-14.0
tsk_468	0.5268672064952624	55.35700478443962	-2.0
tsk_469	32.901283721112605	35.79249375554521	-10.0
tsk_470	26.8254571762732	61.23047955437726	0.0
tsk_471	24.047092873706195	87.0043351319122	-2.0
tsk_472	58.78694218049735	89.19809384273684	-6.0
tsk_473	56.22918629939	68.59483269237512	-2.0
tsk_474	70.45479865563553	74.11238866375751	0.0
tsk_475	65.45933508912125	89.73842244095894	0.0
tsk_476	32.396882611185504	37.26088347448016	-2.0
tsk_477	23.366991443927038	1.6209554801482624	-6.0
tsk_478	43.62646664057705	34.33441776379844	0.0
tsk_479	44.21561264602749	51.03563470157993	-10.0
tsk_480	65.1447797873542	26.169658653298974	4.0
tsk_481	56.300983343636474	84.23305777230988	0.0
tsk_482	99.13861510763412	65.54343648295836	2.0
tsk_483	78.33572641270283	27.779784501053822	-8.0
tsk_484	80.64312718807055	10.748827354246611	6.0
tsk_485	5.277102528866299	3.8764042484782335	-8.0
tsk_486	32.59178938178745	25.97938200532485	2.0
tsk_487	43.210680846315505	80.66735372224264	2.0
tsk_488	61.14982519820804	57.10219927549025	-4.0
tsk_489	28.50854094391056	13.394339245749332	-6.0
tsk_490	42.54304827784249	10.742711905181254	-2.0
tsk_491	82.26796548421802	13.577939599915801	8.0
tsk_492	85.33505800057652	41.317207780935426	6.0
tsk_493	24.617885510758427	22.12895347645329	-16.0
tsk_494	90.56433874772601	72.59144094008685	6.0
tsk_495	99.68945306836365	47.17908398176516	-4.0
tsk_496	1.2484180657325263	93.45265108363394	16.0
tsk_497	81.74786570504727	26.132163585205788	-4.0
tsk_498	88.68318703697147	64.0026913351849	0.0
tsk_499	6.27837579755269	72.68337905094425	-2.0
tsk_500	60.82646236248435	63.843773222260246	-2.0
tsk_501	62.065333447660386	63.53680973708428	-4.0
tsk_502	22.63133154792395	85.62726931841905	2.0
tsk_503	77.73780680262156	52.35749195486173	10.0
tsk_504	21.991576687477995	24.679854583231833	-6.0
tsk_505	72.00072694812002	69.0240048491768	4.0
tsk_506	32.705428461607035	20.487117738831312	-14.0
tsk_507	32.116616504983554	45.10751037800877	0.0
tsk_508	82.6987956181102	9.8174212128059	10.0
tsk_509	37.50267438185253	31.195175329410517	-8.0
tsk_510	10.988509851943169	84.633080199424	6.0
tsk_511	97.09184826743359	62.764209185111184	2.0
tsk_512	52.67961879042832	85.88102058110996	0.0
tsk_513	81.41661790582614	84.5727922817147	-4.0
tsk_514	83.8591335757925	6.346462875959112	10.0
tsk_515	19.55838797703548	10.037194981722987	2.0
tsk_516	90.05964355593656	51.24645643163273	2.0
tsk_517	53.19032551471855	51.32877496538903	4.0
tsk_518	55.42709114873591	88.13402752832829	0.0
tsk_519	23.046146382423853	8.887164175747657	4.0
tsk_520	49.60784955874481	57.976962193937936	0.0
tsk_521	49.581605210429636	52.407331617314235	-10.0
tsk_522	96.73093729489341	75.29536111324967	2.0
tsk_523	55.15174856559981	8.45591682973726	-4.0
tsk_524	53.4460198734603	20.205608070572854	2.0
tsk_525	12.433601999868404	30.555125804688437	0.0
tsk_526	29.120643548242818	71.99023692824234	2.0
